plot,adjusted_height,sample_year,sample_date,latitude,longitude,fruticose_lichen_total_cover,foliose_lichen_total_cover,multiform_lichen_total_cover,crustose_lichen_total_cover,lichen_total_cover,dark_lichen_4bin_total_cover,light_lichen_4bin_total_cover,yellow_lichen_4bin_total_cover,dark_lichen_3bin_total_cover,light_lichen_3bin_total_cover,dark_lichen_2bin_total_cover,light_lichen_2bin_total_cover,black_lichen_8bin_total_cover,brown_lichen_8bin_total_cover,grey_lichen_8bin_total_cover,greygreen_lichen_8bin_total_cover,green_lichen_8bin_total_cover,orange_lichen_8bin_total_cover,white_lichen_8bin_total_cover,yellow_lichen_8bin_total_cover,lichen_volume
9M,7.183080591,2003,2003-06-30,65.744618,-163.652269,31.17948717948718,0.8205128205128205,0,0,32,12.307692307692307,3.282051282051282,16.41025641025641,12.307692307692307,19.69230769230769,12.307692307692307,19.69230769230769,0,4.102564102564102,7.384615384615384,0.8205128205128205,0,0,3.282051282051282,16.41025641025641,229.858578912
9P,7.045506767,2003,2003-06-30,65.77748,-163.838773,10.153846153846155,1.8461538461538463,0,0,12.000000000000002,4.615384615384615,1.5384615384615385,5.846153846153847,4.615384615384615,7.384615384615385,4.615384615384615,7.384615384615385,0,1.2307692307692308,2.769230769230769,0.6153846153846154,0,0,1.5384615384615385,5.846153846153847,84.546081204
AADB2,6.553772523,2007,2007-06-12,67.231478,-163.312739,4.166666666666667,0.5555555555555556,0,0,4.722222222222222,2.4074074074074074,0.2777777777777778,2.314814814814815,2.4074074074074074,2.5925925925925926,2.4074074074074074,2.5925925925925926,0.5555555555555556,1.5740740740740742,0.2777777777777778,0,0,0,0.2777777777777778,2.314814814814815,30.9483702475
AADD1,4.113333333,2007,2007-06-15,67.590764,-163.608561,12.551724137931034,7.310344827586206,0,0,19.86206896551724,12.137931034482758,3.310344827586207,4.551724137931035,12.137931034482758,7.862068965517242,12.13793103448276,7.862068965517242,0.41379310344827586,4.9655172413793105,6.068965517241379,0.41379310344827586,0.27586206896551724,0,3.310344827586207,4.551724137931035,81.6993103382069
AADD2,3.22,2007,2007-06-12,67.159902,-163.532035,1.68,0.32,0,0,2,0.76,0.27999999999999997,0.96,0.76,1.24,0.76,1.24,0.12,0.44,0.2,0,0,0,0.27999999999999997,0.96,6.44
AADD3,,2007,2007-06-12,67.162564,-163.028418,0.062162162162162166,0.02702702702702703,0,0,0.0891891891891892,0.051351351351351354,0.008108108108108109,0.04054054054054054,0.051351351351351354,0.04864864864864865,0.051351351351351354,0.04864864864864865,0.02702702702702703,0.024324324324324326,0,0,0,0,0.008108108108108109,0.04054054054054054,
Acid123,3.773277453,2012,2012-07-06,67.200064,-154.639125,5.664335664335664,3.5664335664335667,0,0.2097902097902098,9.44055944055944,6.083916083916084,1.2587412587412588,2.6573426573426575,6.083916083916084,3.9160839160839163,6.083916083916084,3.9160839160839163,0.2097902097902098,2.3776223776223775,2.4475524475524475,0.8391608391608392,0.2097902097902098,0,1.2587412587412588,2.6573426573426575,35.6218500807692
Acid155,2.25,2012,2012-08-12,68.339265,-154.63249,0.2738095238095238,0.17857142857142855,0,0.011904761904761904,0.46428571428571425,0.2142857142857143,0.10714285714285714,0.17857142857142855,0.2142857142857143,0.2857142857142857,0.2142857142857143,0.2857142857142857,0.05952380952380952,0.14285714285714285,0.011904761904761904,0,0,0.011904761904761904,0.09523809523809523,0.17857142857142855,1.04464285714286
Acid174,4.26875,2012,2012-08-04,67.958701,-155.571803,1.3111111111111111,1.3333333333333333,0.022222222222222223,0.1111111111111111,2.7777777777777777,1.7777777777777777,0.4666666666666667,0.7555555555555555,1.7777777777777777,1.222222222222222,1.777777777777778,1.222222222222222,0.08888888888888889,0.888888888888889,0.4,0.3111111111111111,0.08888888888888889,0.06666666666666667,0.4,0.7555555555555555,11.8576388888889
Acid18,5.48626884,2012,2012-07-25,68.06361,-150.415726,5.93984962406015,3.082706766917293,0,0.3007518796992481,9.32330827067669,5.1879699248120295,1.5789473684210524,3.233082706766917,5.1879699248120295,4.81203007518797,5.18796992481203,4.81203007518797,0,1.9548872180451127,2.3308270676691727,0.6766917293233082,0.22556390977443608,0.15037593984962405,1.4285714285714284,3.233082706766917,51.1501756511278
Acid187,3,2012,2012-07-19,67.742953,-150.507102,0.26190476190476186,0.17857142857142855,0,0.03571428571428571,0.4761904761904761,0.30952380952380953,0.05952380952380952,0.13095238095238093,0.30952380952380953,0.19047619047619047,0.30952380952380953,0.19047619047619047,0.16666666666666666,0.023809523809523808,0.09523809523809523,0.023809523809523808,0,0.011904761904761904,0.047619047619047616,0.13095238095238093,1.42857142857143
Acid191,2.671333333,2012,2012-07-23,68.050502,-150.548102,0.24166666666666667,0.22083333333333333,0,0.020833333333333336,0.48333333333333334,0.3208333333333333,0.06666666666666667,0.1125,0.3208333333333333,0.1791666666666667,0.3208333333333333,0.1791666666666667,0.025,0.14583333333333334,0.10833333333333334,0.041666666666666664,0,0.0125,0.05416666666666667,0.1125,1.29114444428333
Acid70,,2012,2012-07-26,68.089745,-150.504191,1.8292682926829267,0.9878048780487804,0,0,2.817073170731707,1.939024390243902,0.548780487804878,0.5121951219512194,1.939024390243902,1.0609756097560974,1.939024390243902,1.0609756097560974,0.07317073170731707,0.8414634146341462,0.8048780487804877,0.2195121951219512,0,0,0.548780487804878,0.5121951219512194,
Acid91,3.2,2012,2012-08-12,68.340994,-154.658217,0.23214285714285712,0.2232142857142857,0,0.03571428571428571,0.4910714285714285,0.3125,0.08035714285714285,0.10714285714285714,0.3125,0.18749999999999997,0.3125,0.18749999999999997,0.10714285714285714,0.0625,0.04464285714285714,0.08035714285714285,0.017857142857142856,0.008928571428571428,0.07142857142857142,0.10714285714285714,1.57142857142857
Alder1,4.411757921,2012,2012-07-06,67.187954,-154.640143,0.25735294117647056,0.22058823529411764,0,0.014705882352941176,0.4926470588235294,0.27941176470588236,0.11029411764705882,0.11029411764705882,0.27941176470588236,0.22058823529411764,0.27941176470588236,0.22058823529411764,0,0.1323529411764706,0.09558823529411764,0.051470588235294115,0,0.014705882352941176,0.09558823529411764,0.11029411764705882,2.17343956402206
Alder28,6.966195017,2012,2012-07-03,67.174809,-154.544579,0.1592920353982301,0.08407079646017698,0.004424778761061947,0,0.24778761061946902,0.14823008849557523,0.0331858407079646,0.06858407079646017,0.14823008849557523,0.10176991150442477,0.14823008849557523,0.10176991150442477,0,0.07300884955752213,0.05973451327433628,0.011061946902654867,0.004424778761061947,0,0.0331858407079646,0.06858407079646017,1.72613681837168
Alder5,8.55,2012,2012-08-21,67.406899,-153.03447,0.20175438596491227,0.24561403508771928,0.013157894736842105,0.017543859649122806,0.4780701754385964,0.3157894736842105,0.09210526315789473,0.09210526315789473,0.3157894736842105,0.18421052631578946,0.3157894736842105,0.18421052631578946,0.03070175438596491,0.09649122807017543,0.10964912280701754,0.06578947368421052,0.013157894736842105,0.017543859649122806,0.07456140350877193,0.09210526315789473,4.0875
Alder59,5.35,2012,2012-07-05,67.220283,-154.511817,0.2222222222222222,0.2777777777777778,0,0,0.5,0.24074074074074073,0.12037037037037036,0.1388888888888889,0.24074074074074073,0.25925925925925924,0.24074074074074073,0.25925925925925924,0,0.12037037037037036,0.09259259259259259,0.027777777777777776,0,0,0.12037037037037036,0.1388888888888889,2.675
AMDD2,1.68,2007,2007-06-13,67.519505,-163.804809,1.59375,1.359375,0,0,2.953125,1.453125,0.5625,0.984375,1.453125,1.546875,1.453125,1.546875,0.046875,1.03125,0.28125,0,0.09375,0,0.5625,0.984375,4.96125
ANDB2,2.65540835,2007,2007-06-14,67.517111,-163.760425,1.2783505154639176,0.6597938144329897,0,0,1.9381443298969074,0.9484536082474226,0.4123711340206186,0.6391752577319588,0.9484536082474226,1.0515463917525774,0.9484536082474226,1.0515463917525774,0.10309278350515463,0.4329896907216495,0.24742268041237114,0.10309278350515463,0.061855670103092786,0,0.4123711340206186,0.6391752577319588,5.1465646371134
ANDD1,5.060171885,2007,2007-06-15,67.794963,-163.184701,8.119266055045872,6.8807339449541285,0,0,15,7.9816513761467895,2.889908256880734,4.128440366972478,7.9816513761467895,7.018348623853212,7.9816513761467895,7.018348623853212,0.13761467889908258,4.4036697247706424,2.889908256880734,0.13761467889908258,0.41284403669724773,0,2.889908256880734,4.128440366972478,75.902578275
AW4,4.852722239,2007,2007-06-05,67.400301,-158.391144,0.06756756756756757,0.032432432432432434,0,0,0.1,0.05405405405405406,0.01891891891891892,0.02702702702702703,0.05405405405405406,0.04594594594594595,0.05405405405405406,0.04594594594594595,0,0.013513513513513514,0.04054054054054054,0,0,0,0.01891891891891892,0.02702702702702703,0.4852722239
Basic10,2.808867528,2012,2012-08-01,67.988193,-155.466718,10.566037735849058,8.679245283018869,0,0,19.245283018867926,10.566037735849058,3.39622641509434,6.037735849056604,10.566037735849058,9.433962264150944,10.566037735849058,9.433962264150944,0.5660377358490567,4.150943396226416,4.339622641509434,1.509433962264151,0,0,3.39622641509434,6.037735849056604,54.0574505388679
Basic11,1.910416667,2012,2012-08-01,67.989785,-155.478432,17.36842105263158,12.631578947368421,0,0,30,13.421052631578947,5.921052631578947,10.657894736842104,13.421052631578947,16.57894736842105,13.421052631578947,16.57894736842105,1.1842105263157894,6.315789473684211,5.921052631578947,0,0,0,5.921052631578947,10.657894736842104,57.31250001
Basic17,1.71875,2012,2012-08-02,67.970933,-155.330103,14.423076923076922,12.403846153846153,0,1.1538461538461537,27.980769230769226,14.999999999999998,5.192307692307692,9.807692307692307,14.999999999999998,14.999999999999998,14.999999999999998,14.999999999999998,1.7307692307692306,7.499999999999999,5.48076923076923,0.28846153846153844,0,0.5769230769230769,4.615384615384615,9.807692307692307,48.0919471153846
Basic18,2.8,2012,2012-08-20,67.370025,-153.019989,0.26785714285714285,0.1607142857142857,0,0.017857142857142856,0.4464285714285714,0.2946428571428571,0.04464285714285714,0.1607142857142857,0.2946428571428571,0.20535714285714285,0.2946428571428571,0.20535714285714285,0.10714285714285714,0.08928571428571427,0.08035714285714285,0.017857142857142856,0,0,0.04464285714285714,0.1607142857142857,1.25
Basic23,3.3,2012,2012-07-09,67.366313,-153.725544,0.3103448275862069,0.14655172413793102,0,0,0.4568965517241379,0.27586206896551724,0.034482758620689655,0.1896551724137931,0.27586206896551724,0.22413793103448276,0.27586206896551724,0.22413793103448276,0.06896551724137931,0.09482758620689655,0.06896551724137931,0.04310344827586207,0,0,0.034482758620689655,0.1896551724137931,1.50775862068965
Basic3,3.916666667,2012,2012-07-11,67.385541,-153.761812,7.755102040816327,2.0408163265306123,0,0,9.795918367346939,4.8979591836734695,0.6122448979591837,4.4897959183673475,4.8979591836734695,5.102040816326531,4.8979591836734695,5.102040816326531,0.6122448979591837,2.2448979591836737,1.2244897959183674,0.8163265306122449,0,0,0.6122448979591837,4.4897959183673475,38.3673469420408
Basic32,3.4,2012,2012-07-09,67.374366,-153.707325,15.666666666666666,7.333333333333333,0,0,23,13,2,10,13,12,13,12,1,5,5.333333333333333,1.6666666666666665,0,0,2,10,78.2
Basic34,3.449010561,2012,2012-07-12,67.330364,-153.761022,0.6210526315789474,0.28421052631578947,0,0.010526315789473684,0.9157894736842106,0.5578947368421052,0.11578947368421053,0.3263157894736842,0.5578947368421052,0.4421052631578948,0.5578947368421052,0.4421052631578948,0.010526315789473684,0.14736842105263157,0.2736842105263158,0.11578947368421053,0.010526315789473684,0,0.11578947368421053,0.3263157894736842,3.15856756638947
Basic6,4.85,2012,2012-07-12,67.32815,-153.744984,1.9701492537313432,0.8507462686567164,0,0,2.8208955223880596,1.7014925373134329,0.1791044776119403,1.1194029850746268,1.7014925373134329,1.2985074626865671,1.7014925373134329,1.2985074626865671,0.13432835820895522,0.626865671641791,0.7164179104477612,0.22388059701492535,0,0,0.1791044776119403,1.1194029850746268,13.6813432835821
CBM3R,2.6,2007,2007-06-13,67.126927,-163.521127,5.837837837837839,1.2972972972972974,0,0.32432432432432434,7.4594594594594605,4.108108108108108,1.7297297297297298,2.1621621621621623,4.108108108108108,3.891891891891892,4.108108108108109,3.891891891891892,0,1.7297297297297298,1.837837837837838,0.21621621621621623,0.32432432432432434,0,1.7297297297297298,2.1621621621621623,19.3945945945946
CF2R,5.12897775,2007,2007-07-04,67.145823,-162.786864,0.07279411764705883,0.026470588235294117,0,0,0.09926470588235295,0.05,0.016911764705882352,0.03308823529411765,0.05,0.05,0.049999999999999996,0.05,0,0.022058823529411763,0.022794117647058822,0.003676470588235294,0.0014705882352941176,0,0.016911764705882352,0.03308823529411765,0.509126467830882
CNF2,6.866548754,2007,2007-06-07,67.308419,-158.600132,10.330188679245284,4.669811320754717,0,0,15,7.783018867924529,1.9811320754716981,5.235849056603774,7.783018867924529,7.216981132075472,7.783018867924529,7.216981132075472,0,2.9716981132075473,4.245283018867925,0.5660377358490566,0,0,1.9811320754716981,5.235849056603774,102.99823131
CNF5,7.444924639,2007,2007-06-05,67.388576,-158.363821,0.73,0.27,0,0,1,0.5,0.21,0.29,0.5,0.5,0.5,0.5,0,0.15,0.35,0,0,0,0.21,0.29,7.444924639
CNFJ1,7.98,2007,2007-06-19,67.040289,-158.838927,0.49295774647887325,0.5070422535211268,0,0,1,0.732394366197183,0.14084507042253522,0.1267605633802817,0.732394366197183,0.2676056338028169,0.732394366197183,0.2676056338028169,0.16901408450704225,0.08450704225352113,0.4225352112676056,0.056338028169014086,0,0,0.14084507042253522,0.1267605633802817,7.98
CNFJ2,5.81,2007,2007-06-19,67.026526,-158.868757,15.625,9.375,0,0,25,17.291666666666668,2.0833333333333335,5.625,17.291666666666668,7.708333333333334,17.291666666666668,7.708333333333334,2.5,1.875,11.458333333333334,1.4583333333333335,0,0,2.0833333333333335,5.625,145.25
CT1R,4.243645706,2007,2007-06-13,67.113362,-163.608949,5.873563218390804,1.1264367816091954,0,0,6.999999999999999,2.896551724137931,1.206896551724138,2.896551724137931,2.896551724137931,4.103448275862069,2.896551724137931,4.103448275862069,0,1.206896551724138,1.4482758620689655,0.16091954022988506,0.08045977011494253,0,1.206896551724138,2.896551724137931,29.705519942
CT2R,4.066702553,2007,2007-06-13,67.114103,-163.508514,16.486486486486488,3.5135135135135136,0,0,20,8.64864864864865,2.4324324324324325,8.91891891891892,8.64864864864865,11.35135135135135,8.64864864864865,11.35135135135135,0,3.783783783783784,4.054054054054054,0.8108108108108109,0,0,2.4324324324324325,8.91891891891892,81.33405106
DBTT1R,3.508412796,2007,2007-06-15,67.692997,-163.93998,0.08627450980392157,0.013725490196078431,0,0,0.1,0.0392156862745098,0.011764705882352941,0.049019607843137254,0.0392156862745098,0.060784313725490195,0.0392156862745098,0.060784313725490195,0,0.01764705882352941,0.021568627450980392,0,0,0,0.011764705882352941,0.049019607843137254,0.3508412796
DBTT3R,5.06159797,2007,2007-06-15,67.714956,-163.440218,0.07962962962962963,0.020370370370370372,0,0,0.1,0.0462962962962963,0.012962962962962964,0.040740740740740744,0.0462962962962963,0.05370370370370371,0.0462962962962963,0.05370370370370371,0,0.011111111111111112,0.02592592592592593,0.009259259259259259,0,0,0.012962962962962964,0.040740740740740744,0.506159797
Decid11,3.975547011,2012,2012-06-30,66.87743,-155.727116,0.34615384615384615,0.15384615384615385,0,0,0.5,0.23626373626373626,0.09340659340659341,0.17032967032967034,0.23626373626373626,0.26373626373626374,0.23626373626373626,0.26373626373626374,0,0.08241758241758242,0.12087912087912088,0.03296703296703297,0,0,0.09340659340659341,0.17032967032967034,1.9877735055
Decid4,7.964968044,2012,2012-08-19,67.385887,-152.944047,0.7222222222222222,0.2777777777777778,0,0,1,0.7037037037037037,0.12962962962962962,0.16666666666666666,0.7037037037037037,0.2962962962962963,0.7037037037037037,0.2962962962962963,0,0.35185185185185186,0.2962962962962963,0.05555555555555555,0,0,0.12962962962962962,0.16666666666666666,7.964968044
DSC1,3.86,2007,2007-06-24,67.801317,-159.961502,1.048780487804878,0.926829268292683,0,0,1.975609756097561,1.2439024390243905,0.34146341463414637,0.41463414634146345,1.2439024390243905,0.7560975609756098,1.2439024390243905,0.7560975609756098,0.07317073170731708,0.41463414634146345,0.4390243902439025,0.24390243902439027,0.07317073170731708,0,0.34146341463414637,0.41463414634146345,7.62585365853659
DSC4,3.86,2007,2007-06-25,67.827621,-159.932194,0.648936170212766,0.3191489361702127,0,0,0.9680851063829787,0.5957446808510638,0.10638297872340424,0.2978723404255319,0.5957446808510638,0.40425531914893614,0.5957446808510637,0.40425531914893614,0,0.19148936170212766,0.2978723404255319,0.06382978723404255,0.0425531914893617,0,0.10638297872340424,0.2978723404255319,3.7368085106383
Dune2,3.28,2007,2007-06-19,67.04401,-158.841183,21.511627906976745,3.488372093023256,0,0,25,11.046511627906977,3.488372093023256,10.465116279069768,11.046511627906977,13.953488372093023,11.046511627906977,13.953488372093023,0,4.069767441860465,6.976744186046512,0,0,0,3.488372093023256,10.465116279069768,82
Dunes1,1.46,2007,2007-06-19,67.04144,-158.84237,2.1724137931034484,0.8275862068965517,0,0,3,1.293103448275862,1.0862068965517242,0.6206896551724138,1.293103448275862,1.706896551724138,1.293103448275862,1.706896551724138,0.3620689655172414,0.46551724137931033,0.46551724137931033,0,0,0,1.0862068965517242,0.6206896551724138,4.38
Dwarf101,3.533333333,2012,2012-08-18,67.375546,-153.022061,0.2755102040816326,0.17346938775510204,0.02040816326530612,0,0.4693877551020408,0.22959183673469385,0.10204081632653061,0.1683673469387755,0.22959183673469385,0.27040816326530615,0.22959183673469385,0.27040816326530615,0.01020408163265306,0.061224489795918366,0.09693877551020408,0.04081632653061224,0.02040816326530612,0,0.10204081632653061,0.1683673469387755,1.65850340120408
Dwarf107,2.1,2012,2012-08-12,68.338215,-154.610084,0.21621621621621623,0.22297297297297297,0,0.033783783783783786,0.47297297297297297,0.31756756756756754,0.0945945945945946,0.08783783783783784,0.31756756756756754,0.18243243243243246,0.31756756756756754,0.18243243243243246,0.10135135135135136,0.06756756756756757,0.10810810810810811,0.04054054054054054,0,0.02027027027027027,0.07432432432432433,0.08783783783783784,0.993243243243243
Dwarf123,5.001710243,2012,2012-07-20,67.793528,-150.484076,5.891472868217054,3.3333333333333335,0,0.15503875968992248,9.37984496124031,6.589147286821706,0.9302325581395349,2.4806201550387597,6.589147286821706,3.4108527131782944,6.589147286821706,3.4108527131782944,0.07751937984496124,2.4031007751937983,2.4806201550387597,1.3953488372093024,0.23255813953488372,0,0.9302325581395349,2.4806201550387597,46.9152666203876
Dwarf14,3.346416487,2012,2012-07-24,68.105606,-150.394067,1.5957446808510638,1.1914893617021276,0,0.02127659574468085,2.8085106382978724,1.851063829787234,0.4680851063829787,0.6808510638297872,1.851063829787234,1.1489361702127658,1.8510638297872342,1.1489361702127658,0.06382978723404255,1.0212765957446808,0.5106382978723404,0.2127659574468085,0.0425531914893617,0,0.4680851063829787,0.6808510638297872,9.39844630391489
Dwarf17,4.203328207,2012,2012-07-23,68.049523,-150.525726,2.7848101265822787,1.8037974683544304,0,0.03164556962025317,4.620253164556963,2.9430379746835444,0.8227848101265822,1.2341772151898736,2.9430379746835444,2.056962025316456,2.9430379746835444,2.056962025316456,0.03164556962025317,1.5506329113924051,0.9177215189873418,0.34810126582278483,0.0949367088607595,0.03164556962025317,0.7911392405063291,1.2341772151898736,19.4204404500633
Dwarf18,1.733333333,2012,2012-08-13,68.346267,-154.508255,2.411347517730497,2.0921985815602837,0,0.10638297872340427,4.609929078014185,3.2624113475177303,0.673758865248227,1.0638297872340428,3.2624113475177303,1.73758865248227,3.2624113475177303,1.73758865248227,0.28368794326241137,1.6666666666666667,0.8156028368794327,0.3900709219858156,0.10638297872340427,0.10638297872340427,0.5673758865248227,1.0638297872340428,7.99054373368794
Dwarf19,2.67340203,2012,2012-08-07,67.897029,-153.284523,0.5483870967741935,0.3548387096774194,0.010752688172043012,0,0.9139784946236559,0.5913978494623655,0.1935483870967742,0.21505376344086022,0.5913978494623655,0.4086021505376344,0.5913978494623655,0.4086021505376344,0,0.24731182795698925,0.16129032258064518,0.15053763440860216,0.03225806451612903,0,0.1935483870967742,0.21505376344086022,2.44343196290323
Dwarf2,3.566666667,2012,2012-07-11,67.377746,-153.776619,21.85185185185185,16.666666666666668,0,0.7407407407407407,39.25925925925926,24.814814814814817,2.5925925925925926,12.592592592592593,24.814814814814817,15.185185185185185,24.814814814814817,15.185185185185185,3.7037037037037037,14.814814814814815,5.185185185185185,1.1111111111111112,0,0.7407407407407407,1.8518518518518519,12.592592592592593,140.024691371111
Dwarf20,3.663328207,2012,2012-07-22,68.081023,-150.474741,5.845070422535211,3.8028169014084505,0,0,9.647887323943662,6.056338028169014,1.4788732394366197,2.464788732394366,6.056338028169014,3.943661971830986,6.056338028169014,3.943661971830986,0.14084507042253522,3.4507042253521125,1.4788732394366197,0.8450704225352113,0.14084507042253522,0,1.4788732394366197,2.464788732394366,35.3433777717606
Dwarf29,2.033333333,2012,2012-08-13,68.331212,-154.539214,0.6015625,0.328125,0.015625,0,0.9453125,0.59375,0.140625,0.265625,0.59375,0.40625,0.59375,0.40625,0.0390625,0.3046875,0.140625,0.078125,0.03125,0,0.140625,0.265625,1.92213541635156
Dwarf39,2.8,2012,2012-08-10,67.887088,-153.211098,0.23118279569892475,0.24193548387096775,0.005376344086021506,0,0.478494623655914,0.3763440860215054,0.03225806451612903,0.0913978494623656,0.3763440860215054,0.12365591397849462,0.3763440860215053,0.12365591397849462,0.016129032258064516,0.13440860215053763,0.10752688172043011,0.0967741935483871,0.021505376344086023,0,0.03225806451612903,0.0913978494623656,1.33978494623656
Dwarf68,2.335239926,2012,2012-08-05,68.000771,-155.438449,0.3474576271186441,0.5423728813559322,0,0.01694915254237288,0.9067796610169492,0.6864406779661016,0.11864406779661017,0.19491525423728814,0.6864406779661016,0.3135593220338983,0.6864406779661018,0.3135593220338983,0.0423728813559322,0.2796610169491526,0.2288135593220339,0.11016949152542373,0.025423728813559324,0.01694915254237288,0.1016949152542373,0.19491525423728814,2.11754806849153
Dwarf83,2.462580744,2012,2012-08-02,67.974048,-155.335227,0.5714285714285714,0.3308270676691729,0.015037593984962405,0,0.9172932330827067,0.6165413533834586,0.14285714285714285,0.24060150375939848,0.6165413533834586,0.38345864661654133,0.6165413533834587,0.38345864661654133,0.007518796992481203,0.3157894736842105,0.17293233082706766,0.08270676691729323,0.03759398496240601,0,0.14285714285714285,0.24060150375939848,2.25890865239098
Dwarf88,3.209455552,2012,2012-08-05,68.003628,-155.421589,0.5286624203821657,0.40764331210191085,0,0,0.9363057324840766,0.6178343949044587,0.15923566878980894,0.22292993630573252,0.6178343949044587,0.3821656050955414,0.6178343949044587,0.3821656050955414,0.019108280254777073,0.28025477707006374,0.18471337579617836,0.11464968152866244,0.019108280254777073,0,0.15923566878980894,0.22292993630573252,3.00503163149045
E1S10,2.980079206,2006,2006-06-27,67.624324,-163.891897,0.06666666666666665,0.033333333333333326,0,0,0.09999999999999998,0.05555555555555555,0.01111111111111111,0.033333333333333326,0.05555555555555555,0.04444444444444444,0.05555555555555555,0.04444444444444444,0,0.016666666666666663,0.027777777777777776,0.01111111111111111,0,0,0.01111111111111111,0.033333333333333326,0.2980079206
E1S100,2.942548447,2006,2006-06-27,67.623412,-163.892267,0.06129032258064516,0.03870967741935484,0,0,0.1,0.03870967741935484,0.0064516129032258064,0.054838709677419356,0.03870967741935484,0.061290322580645165,0.03870967741935484,0.061290322580645165,0,0.00967741935483871,0.025806451612903226,0.0032258064516129032,0,0,0.0064516129032258064,0.054838709677419356,0.2942548447
E1S1000,3.986666667,2006,2006-06-27,67.616514,-163.880121,1.2000000000000006,0.8000000000000005,0,0,2.000000000000001,1.2666666666666675,0.26666666666666683,0.46666666666666695,1.2666666666666675,0.7333333333333338,1.2666666666666675,0.7333333333333338,0,0.5333333333333337,0.566666666666667,0.16666666666666677,0,0,0.26666666666666683,0.46666666666666695,7.973333334
E1S1000A,4.341328822,2006,2006-06-27,67.616416,-163.879935,2.436781609195404,1.5172413793103459,0,0,3.9540229885057503,1.7011494252873578,0.7356321839080465,1.563218390804599,1.7011494252873578,2.2988505747126453,1.7011494252873578,2.2988505747126453,0,0.27586206896551746,0.4137931034482762,1.011494252873564,0,0,0.7356321839080465,1.563218390804599,17.1657139628506
E1S2000,4.093817971,2006,2006-07-06,67.608639,-163.86803,1.6800000000000006,2.080000000000001,0,0.16000000000000006,3.9200000000000017,2.560000000000001,0.7200000000000003,0.7200000000000003,2.560000000000001,1.4400000000000006,2.560000000000001,1.4400000000000006,0,1.2800000000000005,0.8800000000000003,0.3200000000000001,0.08000000000000003,0,0.7200000000000003,0.7200000000000003,16.04776644632
E1S300,3.331666667,2006,2006-06-21,67.621994,-163.889907,0.09375000000000006,0.006250000000000005,0,0,0.10000000000000006,0.04062500000000003,0.004687500000000003,0.054687500000000035,0.04062500000000003,0.05937500000000004,0.04062500000000003,0.05937500000000004,0,0.03281250000000002,0.006250000000000005,0.0015625000000000012,0,0,0.004687500000000003,0.054687500000000035,0.3331666667
E1S4000,3.319858505,2006,2006-07-06,67.588353,-163.859175,1.3333333333333348,0.6349206349206356,0,0.03174603174603178,2.000000000000002,0.9206349206349216,0.3174603174603178,0.7619047619047626,0.9206349206349216,1.0793650793650804,0.9206349206349216,1.0793650793650804,0,0.3809523809523813,0.4126984126984131,0.12698412698412712,0,0,0.3174603174603178,0.7619047619047626,6.63971701000001
E1S50,4.097137804,2006,2006-06-27,67.624011,-163.891416,0.07457627118644071,0.025423728813559334,0,0,0.10000000000000005,0.020338983050847467,0.003389830508474578,0.076271186440678,0.020338983050847467,0.07966101694915258,0.020338983050847467,0.07966101694915258,0,0.006779661016949156,0.010169491525423733,0.003389830508474578,0,0,0.003389830508474578,0.076271186440678,0.4097137804
E2S10,3.870431662,2006,2006-06-25,67.627786,-163.869215,0.08076923076923076,0.01923076923076923,0,0,0.09999999999999999,0.06538461538461537,0.015384615384615384,0.01923076923076923,0.06538461538461537,0.03461538461538461,0.06538461538461537,0.03461538461538461,0,0,0.05384615384615384,0.011538461538461537,0,0,0.015384615384615384,0.01923076923076923,0.3870431662
E2S100,4.234049523,2006,2006-06-25,67.628178,-163.860536,1.0625000000000004,0.9062500000000003,0,0,1.9687500000000009,1.6875000000000004,0.12500000000000006,0.18750000000000008,1.6875000000000004,0.3125000000000001,1.6875000000000004,0.3125000000000001,0,1.0625000000000004,0.2187500000000001,0.09375000000000004,0.3125000000000001,0,0.12500000000000006,0.18750000000000008,8.33578499840625
E2S1000,3.841312929,2006,2006-06-25,67.623693,-163.835196,2.189189189189191,0.4054054054054057,0,0.4054054054054057,3.000000000000002,1.3783783783783794,0.6891891891891897,0.9324324324324331,1.3783783783783794,1.6216216216216228,1.3783783783783794,1.6216216216216228,0,0.6081081081081086,0.6486486486486491,0.12162162162162171,0,0,0.6891891891891897,0.9324324324324331,11.523938787
E2S1000A,3.749490926,2006,2006-06-25,67.623824,-163.835184,3.7746478873239466,0.22535211267605654,0,0,4.0000000000000036,0.5633802816901413,0.28169014084507066,3.154929577464791,0.5633802816901413,3.4366197183098617,0.5633802816901413,3.4366197183098617,0,0.28169014084507066,0.28169014084507066,0,0,0,0.28169014084507066,3.154929577464791,14.997963704
E2S2000,4.401549523,2006,2006-07-07,67.6162,-163.820034,1.700000000000001,0.26666666666666683,0,0.033333333333333354,2.0000000000000013,1.233333333333334,0.43333333333333357,0.33333333333333354,1.233333333333334,0.766666666666667,1.233333333333334,0.766666666666667,0,0.16666666666666677,1.0000000000000007,0.06666666666666671,0,0,0.43333333333333357,0.33333333333333354,8.80309904600001
