OBJECTID,Join_Count,TARGET_FID,plot,park,AdjHeight,grazing,tree,forb,graminoid,bryophyte,lichen,soil,duff,rock,water,richness,tas_decadal_mean,logs_cru,mu_ALT,mu_perma,pr_decadal_mean,dem_1km,slope_1km,FIREYEAR,PROBABILIT,vap_01_1995,vap_02_1995,vap_03_1995,vap_04_1995,vap_05_1995,vap_06_1995,vap_07_1995,vap_08_1995,vap_09_1995,vap_10_1995,vap_11_1995,vap_12_1995,rsds_01_1995,rsds_02_1995,rsds_03_1995,rsds_04_1995,rsds_05_1995,rsds_06_1995,rsds_07_1995,rsds_08_1995,rsds_09_1995,rsds_10_1995,rsds_11_1995,rsds_12_1995,vap_05_1990_1999,vap_08_1990_1999,rsds_05_1990_1999_AkAlbers,rsds_08_1990_1999_AkAlbers
93,1,65,E6S50,2,3.386915827000000,95,0.000000000000000,0.100000000000000,35.000000000000000,60.000000000000000,0.100000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000,13,-5.3000002,141.0000000,88.0999985,30.0000000,390.0000000,154.6250000,0.9556924,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2690268,11.2690268
94,1,66,E6S100,2,4.944164450000000,95,0.000000000000000,0.100000000000000,15.000000000000000,80.000000000000000,0.100000000000000,0.000000000000000,0.100000000000000,0.000000000000000,0.000000000000000,18,-5.3000002,141.0000000,88.0999985,30.0000000,390.0000000,154.6250000,0.9556924,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2690268,11.2690268
95,1,67,E6S300,2,4.426666667000000,95,0.000000000000000,0.100000000000000,15.000000000000000,80.000000000000000,1.000000000000000,0.000000000000000,0.100000000000000,0.000000000000000,0.100000000000000,28,-5.4000001,141.0000000,88.0999985,30.0000000,391.0000000,166.8749847,1.0403173,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.2000000,1.5000000,1.1000000,0.1530053,2.0121014,6.7019229,11.6251154,16.6187229,18.7850952,16.7553539,11.3463764,6.6901479,2.4629037,0.3621852,0.0001789,4.4748430,9.6764297,11.2680254,11.2680254
96,1,68,E6S1000,2,4.530644753000000,95,0.000000000000000,0.100000000000000,25.000000000000000,50.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.100000000000000,26,-5.4000001,141.0000000,88.0999985,30.0000000,392.0000000,166.8749847,1.0403173,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.2000000,1.5000000,1.1000000,0.1530053,2.0121014,6.7019229,11.6251154,16.6187229,18.7850952,16.7553539,11.3463764,6.6901479,2.4629037,0.3621852,0.0001789,4.4748430,9.6764297,11.2690268,11.2690268
97,1,69,E6S2000,2,3.971979226000000,95,0.000000000000000,15.000000000000000,15.000000000000000,55.000000000000000,2.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,39,-5.5999999,141.0000000,88.0999985,30.0000000,393.0000000,181.6300812,1.0878202,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1000004,12.3999996,10.3000002,6.6999998,3.2000000,1.4000000,1.1000000,0.1529806,2.0113823,6.7010584,11.6122036,16.6005726,18.7854404,16.7554588,11.3173714,6.6895227,2.4654098,0.3623110,0.0001742,4.4748430,9.6764297,11.2519178,11.2519178
98,1,70,E6S2000A,2,4.270983786000000,95,0.000000000000000,10.000000000000000,15.000000000000000,20.000000000000000,0.100000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,35,-5.5999999,141.0000000,88.0999985,30.0000000,393.0000000,181.6300812,1.0878202,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1000004,12.3999996,10.3000002,6.6999998,3.2000000,1.4000000,1.1000000,0.1529806,2.0113823,6.7010584,11.6122036,16.6005726,18.7854404,16.7554588,11.3173714,6.6895227,2.4654098,0.3623110,0.0001742,4.4748430,9.6764297,11.2519178,11.2519178
99,1,71,E6S4000,2,4.082654253000000,95,0.000000000000000,5.000000000000000,30.000000000000000,65.000000000000000,1.000000000000000,2.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,38,-5.4000001,141.0000000,88.0999985,30.0000000,394.0000000,164.8732910,0.5471807,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.6999998,10.1999998,12.6000004,10.3000002,6.8000002,3.2000000,1.4000000,1.1000000,0.1512555,2.0057380,6.6942706,11.6078081,16.5816956,18.7881413,16.7562866,11.3145723,6.6764383,2.4575033,0.3596073,0.0001380,4.4748430,9.6764297,11.2529964,11.2529964
100,1,80,T3S10,2,3.780000000000000,95,0.000000000000000,0.100000000000000,85.000000000000000,20.000000000000000,0.100000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,3,-5.3000002,141.0000000,56.7599983,71.0000000,390.0000000,145.6240692,0.7704704,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2679520,11.2679520
101,1,81,T3S50,2,4.105587434000000,95,0.000000000000000,0.100000000000000,75.000000000000000,35.000000000000000,1.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.100000000000000,18,-5.3000002,141.0000000,56.7599983,71.0000000,390.0000000,157.8739929,0.9687360,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2679520,11.2679520
102,1,82,T3S100,2,4.424120844000000,95,0.000000000000000,0.100000000000000,70.000000000000000,60.000000000000000,3.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0.100000000000000,22,-5.3000002,141.0000000,56.7599983,71.0000000,390.0000000,154.6250000,0.9556924,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2679520,11.2679520
103,1,83,T3S300,2,5.257057825000000,95,0.000000000000000,0.100000000000000,80.000000000000000,85.000000000000000,2.000000000000000,0.100000000000000,5.000000000000000,0.000000000000000,0.100000000000000,30,-5.3000002,141.0000000,56.7599983,71.0000000,390.0000000,168.8744049,1.1699471,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2690268,11.2690268
104,1,84,T3S1000,2,4.875486731000000,95,0.000000000000000,0.100000000000000,50.000000000000000,60.000000000000000,0.100000000000000,0.100000000000000,0.100000000000000,0.000000000000000,0.100000000000000,25,-5.4000001,141.0000000,88.0999985,30.0000000,391.0000000,183.6243896,1.2729023,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.2000000,1.5000000,1.1000000,0.1530053,2.0121014,6.7019229,11.6251154,16.6187229,18.7850952,16.7553539,11.3463764,6.6901479,2.4629037,0.3621852,0.0001789,4.4748430,9.6764297,11.2690268,11.2690268
105,1,85,T3S1000A,2,4.558115143000000,95,0.000000000000000,0.100000000000000,50.000000000000000,50.000000000000000,1.000000000000000,0.100000000000000,0.100000000000000,0.000000000000000,0.100000000000000,33,-5.4000001,141.0000000,88.0999985,30.0000000,391.0000000,183.6243896,1.2729023,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.2000000,1.5000000,1.1000000,0.1530053,2.0121014,6.7019229,11.6251154,16.6187229,18.7850952,16.7553539,11.3463764,6.6901479,2.4629037,0.3621852,0.0001789,4.4748430,9.6764297,11.2690268,11.2690268
106,1,93,T5N50,2,2.760000000000000,95,0.000000000000000,1.000000000000000,50.000000000000000,50.000000000000000,0.100000000000000,2.000000000000000,10.000000000000000,0.000000000000000,2.000000000000000,3,-5.3000002,141.0000000,56.7599983,71.0000000,389.0000000,157.8739929,0.9687360,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2679520,11.2679520
107,1,94,T5N100,2,4.733333333000000,95,0.000000000000000,1.000000000000000,58.000000000000000,50.000000000000000,0.100000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.100000000000000,8,-5.3000002,141.0000000,56.7599983,71.0000000,389.0000000,157.8739929,0.9687360,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2679520,11.2679520
108,1,95,T5N300,2,3.402968966000000,95,0.000000000000000,0.100000000000000,80.000000000000000,50.000000000000000,1.000000000000000,0.100000000000000,5.000000000000000,0.000000000000000,1.000000000000000,23,-5.3000002,141.0000000,56.7599983,71.0000000,389.0000000,157.8739929,0.9687360,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.1000000,0.1530308,2.0108178,6.7027912,11.6256790,16.6368732,18.7847500,16.7552490,11.3467369,6.6907754,2.4635167,0.3620604,0.0001838,4.4748430,9.6764297,11.2679520,11.2679520
109,1,96,T5N1000,2,4.417450377000000,95,0.000000000000000,0.100000000000000,85.000000000000000,70.000000000000000,3.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,19,-5.3000002,141.0000000,56.7599983,71.0000000,388.0000000,139.8740692,0.6800112,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.5000000,10.3999996,6.9000001,3.3000000,1.5000000,1.2000000,0.1530570,2.0115433,6.6973596,11.6262445,16.6189404,18.7632980,16.7746239,11.3327723,6.6832175,2.4610143,0.3619365,0.0001887,4.4748430,9.6764297,11.2679520,11.2679520
110,1,97,T5N1000A,2,5.522124264000000,95,0.000000000000000,0.100000000000000,65.000000000000000,55.000000000000000,3.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.100000000000000,22,-5.3000002,141.0000000,56.7599983,71.0000000,388.0000000,139.8740692,0.6800112,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.5000000,10.3999996,6.9000001,3.3000000,1.5000000,1.2000000,0.1530570,2.0115433,6.6973596,11.6262445,16.6189404,18.7632980,16.7746239,11.3327723,6.6832175,2.4610143,0.3619365,0.0001887,4.4748430,9.6764297,11.2679520,11.2679520
111,1,98,T5N2000,2,5.356934068000000,95,0.000000000000000,1.000000000000000,60.000000000000000,50.000000000000000,2.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,1.000000000000000,25,-5.4000001,141.0000000,56.7599983,71.0000000,390.0000000,130.9364624,0.5618298,,95,0.8000000,1.1000000,0.9000000,2.5999999,6.6999998,10.1999998,12.6000004,10.3999996,6.9000001,3.3000000,1.5000000,1.2000000,0.1515521,2.0046182,6.6914406,11.6224041,16.6182041,18.7656536,16.7753429,11.3446474,6.6789417,2.4537249,0.3595819,0.0001554,4.4748430,9.6764297,11.2515554,11.2515554
112,1,99,T5N4000,2,5.054985433000000,95,0.000000000000000,0.100000000000000,70.000000000000000,40.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,3.000000000000000,29,-5.5000000,140.0000000,56.7599983,71.0000000,390.0000000,111.1881256,0.4658144,,95,0.8000000,1.1000000,0.9000000,2.5999999,6.6999998,10.1999998,12.6000004,10.3999996,7.0000000,3.4000001,1.5000000,1.2000000,0.1515797,2.0073497,6.6923175,11.6229734,16.6183128,18.7653046,16.7752361,11.3450098,6.6713910,2.4574568,0.3599302,0.0001601,4.4748430,9.6764297,11.2515554,11.2515554
113,1,101,DBTT1R,2,3.681039205000000,95,0.000000000000000,0.100000000000000,85.000000000000000,90.000000000000000,0.100000000000000,0.100000000000000,5.000000000000000,0.000000000000000,0.100000000000000,20,-5.5999999,140.0000000,56.7599983,71.0000000,368.0000000,58.3753319,0.5151377,,95,0.9000000,1.2000000,0.9000000,2.7000000,6.8000002,10.1000004,12.5000000,10.6000004,7.3000002,3.5000000,1.6000000,1.3000000,0.1516664,2.0055475,6.6886692,11.6246958,16.6727676,18.8275604,16.8138733,11.3747559,6.6814942,2.4562140,0.3600450,0.0001741,4.7270088,9.8712215,11.2820816,11.2820816
114,1,102,DBTT3R,2,4.984794731000000,95,0.000000000000000,0.100000000000000,60.000000000000000,30.000000000000000,0.100000000000000,0.000000000000000,0.100000000000000,0.000000000000000,0.100000000000000,20,-5.8000002,141.0000000,88.0999985,30.0000000,402.0000000,222.1245728,0.8530852,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1999998,12.3000002,10.1000004,6.5999999,3.0999999,1.4000000,1.0000000,0.1511864,2.0036111,6.6917119,11.6061516,16.5453014,18.7469406,16.7176399,11.2848797,6.6745911,2.4525898,0.3590564,0.0001258,4.4748430,9.6764297,11.2505150,11.2505150
115,1,103,RBW3R,2,3.565000000000000,95,0.000000000000000,5.000000000000000,5.000000000000000,90.000000000000000,0.100000000000000,0.100000000000000,0.000000000000000,0.000000000000000,0.100000000000000,37,-5.5999999,139.0000000,56.7599983,71.0000000,364.0000000,48.1879158,0.4918111,,95,0.9000000,1.3000000,0.9000000,2.8000000,6.8000002,10.1000004,12.5000000,10.6000004,7.3000002,3.5999999,1.6000000,1.3000000,0.1498166,1.9993780,6.6836514,11.6337862,16.6721439,18.8295650,16.8339691,11.3726721,6.6778660,2.4526749,0.3575864,0.0001468,4.7270088,9.8712215,11.2820816,11.2820816
116,0,110,SE-3c,3,3.400000000000000,0,0.000000000000000,4.000000000000000,65.000000000000000,70.000000000000000,8.000000000000000,1.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,39,-8.6999998,131.0000000,64.8199997,98.0000000,431.0000000,426.0529175,2.1700563,,,0.7000000,1.0000000,0.8000000,3.4000001,7.3000002,10.6000004,13.0000000,9.5000000,6.5999999,2.8000000,1.3000000,0.8000000,0.1407072,1.9557334,6.6651444,11.9010115,16.1779270,18.8756199,16.9590111,11.1468649,6.7060328,2.3936007,0.3521953,0.0000000,4.1046228,8.7251329,11.3854847,11.3854847
117,0,112,SE-6b,3,3.730000000000000,0,0.000000000000000,10.000000000000000,35.000000000000000,15.000000000000000,25.000000000000000,10.000000000000000,35.000000000000000,0.100000000000000,0.000000000000000,15,-7.3000002,140.0000000,56.7599983,71.0000000,435.0000000,374.8110046,0.1649489,,,0.8000000,1.0000000,0.8000000,3.8000000,7.5999999,10.6000004,13.0000000,9.3000002,7.0000000,3.0000000,1.3000000,0.8000000,0.1385289,1.9062170,6.6559033,12.0383062,16.4287300,18.9663639,17.2340622,11.4119616,6.8408399,2.2976711,0.3537649,0.0000000,4.1312475,8.3345528,11.5746250,11.5746250
118,0,114,SW-6a,3,4.018333333000000,0,0.000000000000000,10.000000000000000,25.000000000000000,2.000000000000000,5.000000000000000,4.000000000000000,5.000000000000000,45.000000000000000,0.000000000000000,28,-4.5000000,146.0000000,96.7099991,13.0000000,479.0000000,492.3742676,0.9945667,,,0.7000000,0.9000000,0.8000000,2.3000000,6.9000001,11.3999996,12.8999996,10.1999998,6.5999999,2.5999999,1.1000000,0.7000000,0.1486678,1.9890209,6.6959600,11.7242022,16.3977737,18.8844376,16.7795067,11.1593103,6.6958041,2.4427602,0.3578570,0.0000398,4.1728053,9.1674900,11.2770252,11.2770252
119,1,115,Acid174,4,3.815000000000000,95,0.000000000000000,0.500000000000000,0.500000000000000,5.000000000000000,3.000000000000000,0.500000000000000,0.000000000000000,85.000000000000000,0.000000000000000,58,-6.8000002,136.0000000,97.5500031,5.0000000,505.0000000,926.9472656,4.2358823,,95,0.8000000,0.9000000,0.7000000,2.7000000,5.5999999,8.6999998,10.3999996,8.6000004,6.0999999,2.5000000,1.0000000,0.7000000,0.1371946,1.8674853,6.6399083,12.1669292,16.2654400,18.5685215,16.7481174,11.1652470,6.6390629,2.2243886,0.3489836,0.0000000,3.6284800,7.3044114,11.2637482,11.2637482
120,1,118,Basic17,4,1.207338256000000,95,0.000000000000000,0.500000000000000,0.500000000000000,0.500000000000000,30.000000000000000,0.000000000000000,0.000000000000000,99.000000000000000,0.000000000000000,46,-6.1999998,139.0000000,76.8499985,35.0000000,505.0000000,981.6298218,1.2285348,,95,0.9000000,1.0000000,0.7000000,2.5999999,5.5999999,8.3000002,10.0000000,8.3000002,6.0000000,2.3000000,1.1000000,0.7000000,0.1370369,1.8669639,6.6392508,12.1787691,16.2112808,18.4841957,16.6507397,11.1221552,6.5980663,2.2087934,0.3482966,0.0000000,3.6021385,7.2321534,11.2006693,11.2006693
121,1,120,Dwarf83,4,2.228726751000000,95,0.000000000000000,0.500000000000000,40.000000000000000,20.000000000000000,1.000000000000000,1.000000000000000,0.500000000000000,3.000000000000000,0.500000000000000,61,-6.1999998,139.0000000,76.8499985,35.0000000,501.0000000,972.6163330,0.8551978,,95,0.9000000,1.0000000,0.7000000,2.5999999,5.5999999,8.3000002,10.0000000,8.3000002,6.0000000,2.3000000,1.1000000,0.7000000,0.1370369,1.8669639,6.6392508,12.1787691,16.2112808,18.4841957,16.6507397,11.1221552,6.5980663,2.2087934,0.3482966,0.0000000,3.6284800,7.3044114,11.1996555,11.1996555
122,1,122,Lowerc88,4,2.578036661000000,95,0.000000000000000,30.000000000000000,25.000000000000000,10.000000000000000,1.000000000000000,0.500000000000000,5.000000000000000,1.000000000000000,3.000000000000000,58,-8.0000000,134.0000000,76.8499985,35.0000000,474.0000000,825.7784424,1.0759082,,95,0.8000000,0.9000000,0.7000000,2.7000000,5.5999999,8.6999998,10.3999996,8.6000004,6.0999999,2.5000000,1.1000000,0.7000000,0.1371610,1.8673741,6.6397686,12.1545448,16.2654247,18.5685787,16.7481384,11.1651897,6.6308575,2.2182295,0.3489275,0.0000000,3.6284800,7.3044114,11.2479877,11.2479877
123,1,123,Tusck14,4,3.819976988000000,95,0.000000000000000,0.500000000000000,80.000000000000000,10.000000000000000,0.500000000000000,0.500000000000000,0.500000000000000,0.000000000000000,0.500000000000000,29,-6.6999998,140.0000000,76.8499985,35.0000000,509.0000000,965.5670166,2.0385237,,95,0.9000000,1.0000000,0.7000000,2.5999999,5.5999999,8.3999996,10.1000004,8.3999996,6.0000000,2.4000001,1.0000000,0.7000000,0.1385149,1.8718362,6.6454010,12.1706514,16.2299423,18.5029316,16.6498756,11.1389055,6.6105862,2.2188365,0.3507594,0.0000000,3.6284800,7.3044114,11.2173872,11.2173872
124,1,124,Tusck27,4,1.865000000000000,95,0.000000000000000,1.000000000000000,20.000000000000000,3.000000000000000,1.000000000000000,0.500000000000000,0.500000000000000,0.500000000000000,0.000000000000000,48,-7.9000001,135.0000000,76.8499985,35.0000000,477.0000000,1007.8170166,5.7563472,,95,0.8000000,0.9000000,0.6000000,2.4000001,5.1999998,8.1000004,9.8000002,8.1000004,5.9000001,2.4000001,1.0000000,0.7000000,0.1356894,1.8624939,6.6273942,12.1626549,16.2648010,18.5498505,16.7295189,11.1484299,6.6264157,2.2142406,0.3464672,0.0000000,3.6284800,7.3044114,11.2469082,11.2469082
125,1,125,Tusck48,4,2.711091583000000,95,0.000000000000000,0.500000000000000,40.000000000000000,25.000000000000000,1.000000000000000,0.500000000000000,0.500000000000000,0.500000000000000,0.000000000000000,61,-8.0000000,134.0000000,76.8499985,35.0000000,474.0000000,829.2785034,2.1502945,,95,0.8000000,0.9000000,0.7000000,2.8000000,5.6999998,8.8000002,10.6000004,8.8000002,6.1999998,2.5000000,1.1000000,0.7000000,0.1386101,1.8721489,6.6457953,12.1586275,16.2660446,18.5450630,16.7277927,11.1533451,6.6352005,2.2221313,0.3513447,0.0000000,3.6284800,7.3044114,11.2479877,11.2479877
126,1,126,Tusck73,4,2.061143005000000,95,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,15.000000000000000,5.000000000000000,0.500000000000000,10.000000000000000,0.000000000000000,54,-6.6999998,141.0000000,76.8499985,35.0000000,499.0000000,940.9993896,1.8693138,,95,0.9000000,1.0000000,0.7000000,2.5999999,5.5999999,8.3999996,10.1000004,8.3999996,6.0000000,2.4000001,1.0000000,0.7000000,0.1385149,1.8718362,6.6454010,12.1706514,16.2299423,18.5029316,16.6498756,11.1389055,6.6105862,2.2188365,0.3507594,0.0000000,3.6284800,7.3044114,11.2202940,11.2202940
127,1,127,E4N100,2,2.233333333000000,95,0.000000000000000,2.000000000000000,10.000000000000000,60.000000000000000,0.100000000000000,0.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,16,-5.3000002,141.0000000,56.7599983,71.0000000,389.0000000,165.1869049,1.1031059,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1000004,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.2000000,0.1549678,2.0184803,6.7032771,11.6300850,16.6377258,18.7609482,16.7544365,11.3352203,6.6874928,2.4683151,0.3647734,0.0002250,4.4748430,9.6764297,11.2703857,11.2703857
128,1,128,E4N300,2,4.578208985000000,95,0.000000000000000,3.000000000000000,30.000000000000000,45.000000000000000,3.000000000000000,0.100000000000000,10.000000000000000,0.000000000000000,0.000000000000000,19,-5.3000002,141.0000000,56.7599983,71.0000000,389.0000000,165.1869049,1.1031059,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1000004,12.3999996,10.3000002,6.8000002,3.3000000,1.5000000,1.2000000,0.1549678,2.0184803,6.7032771,11.6300850,16.6377258,18.7609482,16.7544365,11.3352203,6.6874928,2.4683151,0.3647734,0.0002250,4.4748430,9.6764297,11.2703857,11.2703857
129,1,129,E5N4000,2,4.101984926000000,95,0.000000000000000,0.100000000000000,25.000000000000000,80.000000000000000,1.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.100000000000000,25,-5.3000002,141.0000000,88.0999985,30.0000000,360.0000000,46.1873093,0.9100271,,95,1.0000000,1.3000000,0.9000000,2.7000000,6.5000000,9.5000000,12.0000000,10.6000004,7.4000001,3.7000000,1.7000000,1.4000000,0.1566598,2.0237973,6.7081819,11.6497374,16.7293739,18.8408852,16.8505077,11.3972015,6.7038054,2.4762521,0.3683198,0.0002988,4.7270088,9.8712215,11.3044577,11.3044577
130,1,130,T1N4000,2,5.036650833000000,95,0.000000000000000,0.100000000000000,55.000000000000000,40.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,25,-5.3000002,141.0000000,88.0999985,30.0000000,360.0000000,46.1873093,0.9100271,,95,1.0000000,1.3000000,0.9000000,2.7000000,6.5000000,9.5000000,12.0000000,10.6000004,7.4000001,3.7000000,1.7000000,1.4000000,0.1566598,2.0237973,6.7081819,11.6497374,16.7293739,18.8408852,16.8505077,11.3972015,6.7038054,2.4762521,0.3683198,0.0002988,4.7270088,9.8712215,11.3044577,11.3044577
131,1,131,T3S2000,2,5.181738305000000,95,0.000000000000000,0.100000000000000,50.000000000000000,60.000000000000000,1.000000000000000,0.100000000000000,4.000000000000000,0.000000000000000,3.000000000000000,38,-5.3000002,141.0000000,88.0999985,30.0000000,396.0000000,207.6875000,1.4662358,,95,0.8000000,1.0000000,0.9000000,2.5999999,6.5999999,10.1000004,12.3000002,10.1000004,6.6999998,3.2000000,1.4000000,1.1000000,0.1547188,2.0170317,6.7078476,11.6166019,16.6194630,18.7827415,16.7546425,11.3488283,6.6944294,2.4702089,0.3650258,0.0002142,4.4748430,9.6764297,11.2700291,11.2700291
132,1,132,SE-2a,3,4.681666667000000,95,0.000000000000000,3.000000000000000,45.000000000000000,70.000000000000000,1.500000000000000,2.000000000000000,40.000000000000000,1.000000000000000,0.000000000000000,33,-8.3999996,131.0000000,64.8199997,98.0000000,462.0000000,587.6267090,1.2783036,,95,0.8000000,1.0000000,0.7000000,2.9000001,7.0999999,10.6999998,12.5000000,9.5000000,6.9000001,2.5999999,1.2000000,0.8000000,0.1451256,1.9688202,6.6872959,11.9238605,16.1976929,18.8692741,16.9763432,11.1675797,6.7338653,2.4015684,0.3594696,0.0000105,4.1046228,8.7251329,11.4052868,11.4052868
133,0,133,SW-5d,3,2.945000000000000,0,0.000000000000000,20.000000000000000,3.000000000000000,10.000000000000000,5.000000000000000,2.000000000000000,0.100000000000000,60.000000000000000,0.000000000000000,44,-7.0000000,122.0000000,97.5500031,5.0000000,515.0000000,725.9395752,1.8615628,,,0.7000000,0.9000000,0.8000000,2.7000000,6.8000002,10.6999998,12.5000000,9.6999998,6.5000000,2.5999999,1.1000000,0.8000000,0.1512371,1.9989722,6.7031884,11.8152351,16.3264599,18.8815536,16.8175507,11.1336184,6.7173510,2.4416628,0.3639425,0.0000583,3.9227092,8.6832104,11.3254929,11.3254929
134,0,134,SW-7a,3,4.630000000000000,0,0.000000000000000,35.000000000000000,1.000000000000000,3.000000000000000,2.000000000000000,0.100000000000000,0.100000000000000,60.000000000000000,0.000000000000000,46,-7.6999998,122.0000000,97.5500031,5.0000000,532.0000000,774.0360718,1.3626456,,,0.7000000,0.8000000,0.6000000,2.0000000,6.1999998,10.1999998,11.6000004,9.1999998,6.0999999,2.4000001,1.0000000,0.7000000,0.1508901,1.9972329,6.6948209,11.7522087,16.2540665,18.7345600,16.6814251,11.0469313,6.6587210,2.4309287,0.3608225,0.0000527,3.9227092,8.6832104,11.1885719,11.1885719
135,1,135,DSC4,5,4.486666667000000,95,0.000000000000000,15.000000000000000,36.000000000000000,80.000000000000000,1.000000000000000,0.100000000000000,5.000000000000000,0.100000000000000,0.100000000000000,44,-7.5999999,129.0000000,95.2099991,13.0000000,483.0000000,666.4005737,2.0010335,,95,0.7000000,1.0000000,0.7000000,3.0000000,7.0999999,10.6000004,12.5000000,9.5000000,6.8000002,2.5999999,1.2000000,0.8000000,0.1456009,1.9729626,6.6899414,11.9132948,16.2160225,18.8893452,16.9759884,11.1686487,6.7357898,2.4126203,0.3596490,0.0000148,4.1046228,8.7251329,11.3900480,11.3900480
